workerid,response6,response7,response4,response5,response2,response3,response1,response8,response9,pref9,obj1,obj3,obj2,ambiguous,slide_number,condition,trial_type,pref8,item,numFeatures,pref1,pref2,pref3,pref4,pref5,pref6,pref7,language,enjoyment,gender,age,comments,assess,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
0,0.7,0.7,0.5,0.7,0.6,0.6,0.5,NA,NA,NA,121,233,132,True,13,122111,multi_slider,NA,76,7,cloud,polka-dotted,striped,circle,red,green,blue,English,1,Male,27,,Yes,1,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,37XITHEISX5W3QDMJ8E5PUSOIV5CRZ,0,Submitted,Fri Dec 21 02:02:53 PST 2018,Thu Dec 20 09:13:35 PST 2018,Thu Dec 20 09:22:53 PST 2018,,,,,,[],9.064233333333334
0,0.5,NA,0.5,0.5,0,0.5,0.65,NA,NA,NA,222,312,112,True,14,123211,multi_slider,NA,1488,6,striped,red,cloud,circle,square,solid,NA,English,1,Male,27,,Yes,1,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,37XITHEISX5W3QDMJ8E5PUSOIV5CRZ,0,Submitted,Fri Dec 21 02:02:53 PST 2018,Thu Dec 20 09:13:35 PST 2018,Thu Dec 20 09:22:53 PST 2018,,,,,,[],9.064233333333334
0,0.6,NA,0,0.5,0.75,0,0.5,NA,NA,NA,323,112,323,False,15,212121,multi_slider,NA,903,6,striped,red,square,solid,green,cloud,NA,English,1,Male,27,,Yes,1,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,37XITHEISX5W3QDMJ8E5PUSOIV5CRZ,0,Submitted,Fri Dec 21 02:02:53 PST 2018,Thu Dec 20 09:13:35 PST 2018,Thu Dec 20 09:22:53 PST 2018,,,,,,[],9.064233333333334
0,NA,NA,NA,NA,0.5,0.5,0.5,NA,NA,NA,223,223,223,False,16,323232,multi_slider,NA,1990,3,striped,green,circle,NA,NA,NA,NA,English,1,Male,27,,Yes,1,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,37XITHEISX5W3QDMJ8E5PUSOIV5CRZ,0,Submitted,Fri Dec 21 02:02:53 PST 2018,Thu Dec 20 09:13:35 PST 2018,Thu Dec 20 09:22:53 PST 2018,,,,,,[],9.064233333333334
0,NA,NA,0.5,0,0.55,0.55,1,NA,NA,NA,212,313,212,True,17,322121,multi_slider,NA,1584,5,square,red,green,circle,solid,NA,NA,English,1,Male,27,,Yes,1,Windows,768,1366,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,37XITHEISX5W3QDMJ8E5PUSOIV5CRZ,0,Submitted,Fri Dec 21 02:02:53 PST 2018,Thu Dec 20 09:13:35 PST 2018,Thu Dec 20 09:22:53 PST 2018,,,,,,[],9.064233333333334
1,0.55,0.5,1,0.95,1,1,0.6,NA,NA,NA,133,222,322,True,3,121112,multi_slider,NA,954,7,green,red,striped,circle,square,polka-dotted,cloud,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,0.6,0.6,1,0.5,0.5,0.6,0.5,0.5,NA,NA,222,113,332,True,4,112111,multi_slider,circle,842,8,polka-dotted,solid,striped,red,square,green,cloud,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,0.95,0.5,0.5,0.6,0.75,0.5,0.5,NA,NA,NA,331,111,322,True,5,112122,multi_slider,NA,896,7,solid,square,striped,red,cloud,blue,polka-dotted,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,0.55,NA,0.8,0.95,0.5,0.5,0.75,NA,NA,NA,211,123,111,True,6,122121,multi_slider,NA,1806,6,cloud,striped,circle,solid,blue,green,NA,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,blue,332,111,223,False,7,111111,multi_slider,square,1281,9,cloud,green,red,polka-dotted,striped,circle,solid,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,0.5,0.75,0.5,0.5,0.5,0.5,0.5,0.5,NA,NA,131,222,113,True,8,211111,multi_slider,red,472,8,circle,striped,polka-dotted,green,solid,blue,cloud,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,red,133,222,311,False,9,111111,multi_slider,green,1267,9,circle,square,solid,striped,cloud,blue,polka-dotted,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,blue,211,123,332,False,10,111111,multi_slider,green,1257,9,circle,square,polka-dotted,striped,solid,cloud,red,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,NA,NA,0.95,0.5,0.95,0.5,0.5,NA,NA,NA,312,313,311,True,11,113232,multi_slider,NA,2393,5,blue,solid,green,square,red,NA,NA,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,0.95,NA,0.5,0.75,0.5,0.75,0.5,NA,NA,NA,312,231,211,True,12,122112,multi_slider,NA,11,6,red,polka-dotted,circle,square,solid,blue,NA,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,0.5,0.5,0.95,0.5,0.5,0.5,0.5,0.5,NA,NA,233,312,123,True,13,112111,multi_slider,square,828,8,solid,circle,red,green,striped,polka-dotted,cloud,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,0.5,NA,0.95,0.5,0.95,0.95,0.5,NA,NA,NA,231,122,122,False,14,121212,multi_slider,NA,1663,6,polka-dotted,red,cloud,striped,circle,blue,NA,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,NA,NA,0.65,NA,0.95,0.8,0.95,NA,NA,NA,123,223,223,True,15,323212,multi_slider,NA,198,4,striped,green,circle,cloud,NA,NA,NA,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
1,NA,NA,0.5,0.5,0.8,0.8,0.95,NA,NA,NA,323,322,313,True,16,212232,multi_slider,NA,1174,5,square,green,striped,red,solid,NA,NA,English,2,Female,31,It was short and fun,Yes,3,Windows,1080,1920,Chrome,3L55D8AUFAS2D7RF611X87PXGEUYC1,3T1XT3I8SXZB1M17G2PNLMVAGJG6HR,English conversations,Answer questions about English conversations.,language research fun cognitive science university,$0.50,Thu Dec 20 09:13:29 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jan 19 09:13:29 PST 2019,https://requester.mturk.com/mturk/manageHIT?HITId=3L55D8AUFAS2D7RF611X87PXGEUYC1,3H0W84IWBLYB0OX0FZK0FISR37IERU,1,Submitted,Fri Dec 21 02:04:34 PST 2018,Thu Dec 20 09:13:43 PST 2018,Thu Dec 20 09:24:34 PST 2018,,,,,,[],3.8152833333333334
